Brand#,DNVB?,List,Rank,Company,Category,addressCountry (LI),Founded (LI),Web 60 Social 40,Website,Tags,Description,Ecommerce Platform,Logo,LinkedIn,Region,Headquarters (LI),Type (LI),Specialties (LI),Company_size (LI),Facebook,FB Followers,FB Likes,Instagram,Pinterest,Youtube,TikTok,Twitter,Traffic Adjusted,FB AVG,IG Followers,YT Followers,PI Followers,TT Followers,TW Followers,"Aggr Social (0.25 FB, 0.25 IG, 0.15 YT, 0.05 PI, 0.2 TT, 0.1 TW)",2020-2022 Growth
1267,,1800,1757,Nonfood,Food & Beverage,US,2016,673,https://eatnonfood.com/,Pantry,"Nongredient is a powdered form of algae with a smooth yet rich umami flavor and a deep golden color. Use it as a savory seasoning stirred into stews or curry, as base for sauces, an egg replacement in baking, blended into your smoothie or sprinkled on salad, snacks or vegetables.","Snowplow,MailChimp,Shopify,GetSiteControl",,https://www.linkedin.com/company/nonfood/,#REF!,"Commerce , CA",Privately Held,not_avil,1-10 employees,,,,https://www.instagram.com/eat.non.food/,,,,,0,0,"6,426",,,,759,1682.4,#N/A
1950,Y,Country - Japan,1758,Wray,Health & Wellness,,,665,https://wray.jp/,,,,,,#REF!,,,,,https://www.facebook.com/wrayjp,35,31,https://www.instagram.com/wray.jp/,,,,https://twitter.com/wrayjp,0,33,"6,616",,,,,1662.25,#N/A
47,,master,1759,Allume,Fashion & Apparel,US,2016,664,https://www.allumethelabel.com/,,,,https://media-exp1.licdn.com/dms/image/C560BAQGri3E6Ue1ing/company-logo_400_400/0/1571009087215?e=1634169600&v=beta&t=xIVlle-DFFoK3Ci8T7raOanJinFh_sucWxiGD3Y-lfw,https://www.linkedin.com/company/allume.co,#REF!,"Menlo Park, CA",Privately Held,not_avil,1-10 employees,https://www.facebook.com/Allume-The-Label-104518921223439,25,21,https://www.instagram.com/allumethelabel/,https://www.pinterest.com/Allumethelabel/,,,https://twitter.com/share?url=https://www.allumethelabel.com,0,23,"6,391",,39,,544,1659.85,#N/A
64,,1800,1760,And Soda,Food & Beverage,CA,2018,656,https://andsoda.co.uk/,Hard Seltzer,"&Soda uses all natural fruit flavours, triple distilled vodka & sparkling water to create an easy drinking, refreshing & guilt free tasty drink.","Okendo,Viral Loops,Klaviyo,Yotpo,WordPress,Shopify,Recharge Payments,Hotjar,Elfsight,MailChimp,SMSBump",,https://www.linkedin.com/company/and-soda-beverages/,#REF!,"Calgary, Alberta",Privately Held,not_avil,1-10 employees,https://www.facebook.com/andsodauk/,677,643,https://www.instagram.com/andsoda/,,,https://www.tiktok.com/@andsoda,,0,660,"5,771",,,3,304,1638.75,#N/A
1840,,1800,1761,Undercover,Home & Kitchen,,,655,https://undercoverliving.com/,Bedding & bath,"Undercover makes contemporary, high quality bed linen using eco-friendly fabrics that feel beautiful on the skin.","Privy,Shopify Geolocation,Tidio,Klaviyo,Matomo,Shopify,Bold Bundles,Bold Commerce,Conversion Bear,Trustpilot,Hotjar,Weglot,MailChimp,Bold Checkout",,,#REF!,,,,,https://www.facebook.com/undercoverliving,185,181,https://www.instagram.com/undercoverliving,https://pinterest.com/undercoverliving/_created/,https://www.youtube.com/channel/UCD3hHgtwDwbdqFiby1gHpaQ,,//twitter.com/share?text=Five%20steps%20to%20creating%20your%20cosy%20and%20stylish%20bedroom&url=https://undercoverliving.com/blogs/news/five-steps-to-creating-your-cosy-and-stylish-bedroom,0,183,"6,362",1,20,,,1637.4,#N/A
389,Y,Country - Argentina,1762,Compañía del Sol,Fashion & Apparel,AR,not_avil,651,https://shop.companiadelsol.com/,Swimwear for women,,,,https://www.linkedin.com/company/compa%C3%B1%C3%ADa-del-sol/about/,#REF!,Olivos,not_avil,not_avil,not_avil,https://www.facebook.com/Companiadelsol_worldwide-111881627825557,29,29,https://www.instagram.com/companiadelsol.worldwide/,https://pinterest.com/companiadelsol/_created/,https://www.youtube.com/channel/UC3k8g3rlr-NW5mulAGZKxYw,https://www.tiktok.com/@companiadelsol.bikinis?,https://twitter.com/BikinisCDS,0,29,"6,066",30,328,64,695,1626.95,#N/A
700,,1800,1763,Gemist,Accessories,US,not_avil,644,https://www.gemist.co/,"Jewelry,Accessories","Gemist offers a quality diamond that won't break the bank. You deserve gems as unique as you are, and Gemist is here to ensure you get just that.","Zendesk,Afterpay,Unbounce,Klaviyo,Mixpanel,Attentive,UpSellit,Shopify,Userback,Segment,Lucky Orange,Hotjar,Postscript",,https://www.linkedin.com/company/the-ring-co/,#REF!,"Los Angeles, CA",Privately Held,not_avil,1-10 employees,https://www.facebook.com/gemistco,"1,224","1,091",https://www.instagram.com/gemistco/,https://www.pinterest.ca/gemistco/_created/,,https://www.tiktok.com/@gemistco?,https://twitter.com/gemistco,0,"1,158","4,861",,792,58,549,1610.725,#N/A
87,,1800,1764,Artet,Food & Beverage,not_avil,2017,643,https://artet.com/,"Non-Alcoholic,CBD & THC","Artet is non-alcoholic and cannabis infused. Each batch is a blend of cannabis and eight botanicals that work in harmony to make Artet delicious on the rocks, intriguing when mixed, and always enjoyed in good company.","WordPress,MailChimp,Algolia,Teads",,https://www.linkedin.com/company/drinkartet/,#REF!,not_avil,Privately Held,not_avil,1-10 employees,https://www.facebook.com/DrinkArtet/,26,24,https://www.instagram.com/drinkartet/,,https://artet.com/#youtube,,https://twitter.com/artet,0,25,"6,384",,,,58,1608.05,#N/A
961,,master,1765,Kaleidoscope Labs,Health & Wellness,US,2018,636,https://kaleidoscopelabs.com,,,,https://media-exp1.licdn.com/dms/image/C4D0BAQFE5iK1xeJGlA/company-logo_400_400/0/1556998849369?e=1634169600&v=beta&t=atpmWlw_UhS5HlxdAHxjwiT7JVfY6MHKTS1XxK0qZzc,https://www.linkedin.com/company/kaleidoscopelabs/,#REF!,"New York, NY",Privately Held,cbd,1-10 employees,https://www.facebook.com/kaleidoscopelabs,473,466,https://www.instagram.com/kaleidoscopelabs/,,https://www.youtube.com/channel/UCGRkkfnsCwByYEEOM2EkGew,,https://twitter.com/kaleidoscopecbd?lang=en,0,470,"2,231",2,,,"9,145",1589.925,#N/A
1935,Y,Country - Argentina,1766,Winco,Home & Kitchen,US,1992,632,https://tienda.winco.com.ar/,Home appliances and sound equipment,,,,https://www.linkedin.com/company/dwl-industries-co./,#REF!,"Lodi, NJ",Privately Held,not_avil,201-500 employees,https://www.facebook.com/Winco-1266494063498074,"6,583","6,050",https://www.instagram.com/winco/?igshid=1evsq119sh145,,https://www.youtube.com/watch?v=T9tBMU0xCTg,,,0,"6,317",,6,,,,1580.025,#N/A
549,N,new,1845,Enflux,,,,631.275,https://getenflux.com,,,,,,#REF!,,,,,https://www.facebook.com/getEnflux/,"4,112","4,089",https://www.instagram.com/getenflux/,,https://www.youtube.com/channel/UC6DbvsKOJx4mH-SrPjbI0LA,,https://twitter.com/getenflux,,"4,101",,180,,,,1052.125,#N/A
1490,,master,1767,Remrise,Health & Wellness,US,not_avil,629,https://getremrise.com/,,,,https://media-exp1.licdn.com/dms/image/C4E0BAQE0J2Xwlc4EHA/company-logo_400_400/0/1608066600439?e=1634169600&v=beta&t=SI82n75yt9FrVgkJi-tGkUpcBB8ynlDhbEPIY9AZ35U,https://www.linkedin.com/company/remrise/,#REF!,"San Francisco, California",Privately Held,not_avil,11-50 employees,https://www.facebook.com/Remrise,921,809,https://www.instagram.com/remrise/,https://pinterest.com/remrise/_created/,https://www.youtube.com/watch?v=jVmglCXg9-M,https://www.tiktok.com/@remrise?,https://twitter.com/remrise?lang=en,0,865,"4,252",1,4,9,"2,899",1571.3,#N/A
410,,1800,1768,Cover Story,Home & Kitchen,FI,2020,624,https://coverstorypaint.com/,Home improvement,"Cover Story paints are completely plastic-free, their materials are recyclable and their tools are designed to last. Order paints and color samples at home in a few easy clicks - they pack everything you need for the paint job.","Klaviyo,Yotpo,Shopify Inbox,Gorgias,Shopify,Lucky Orange,Stamped",,https://www.linkedin.com/company/cover-story-paint,#REF!,Helsinki,Privately Held,not_avil,1-10 employees,https://facebook.com/coverstorypaint,577,456,https://www.instagram.com/coverstorypaint,https://pinterest.com/coverstorypaint,https://www.youtube.com/channel/UC8AJ6EQi6Qp7HtooYIk3Z5Q,,https://twitter.com/share?text=A nautical 90s build with a contemporary twist&url=https://coverstorypaint.com/blogs/community/a-bit-of-the-90-and-a-touch-of-colour,0,517,"5,176",1,45,,"1,352",1560.725,#N/A
446,,master,1769,Damiva,Beauty & Cosmetics,US,2012,619,http://damiva.com/,,,,https://media-exp1.licdn.com/dms/image/C560BAQEHJdfhkuBl7g/company-logo_400_400/0/1619017220824?e=1634169600&v=beta&t=UECjP_RahrdeSkQlKeI6oLBTRNltreTYdjMk4Twifxg,https://www.linkedin.com/company/damiva-inc-,#REF!,"Elizabeth, West Virginia",Privately Held,"Women's Health, Personal Care & Beauty, and Health Technology",1-10 employees,https://www.facebook.com/dameanddiva,"1,734","1,717",https://www.instagram.com/bydamiva/,https://www.pinterest.com/damivainc/,https://www.youtube.com/channel/UCQvxmlEFccj1qYEvI41lWJw,https://www.tiktok.com/@bydamiva?,https://twitter.com/ByDamiva,0,"1,726","4,386",8,8,52,64,1546.275,#N/A
997,,1800,1770,Koa,Beauty & Cosmetics,US,2019,613,https://livingkoa.com/,Skincare,"Koa offers intentionally formulated products that balance the skin, self and planet.","Conjured Referrals,Klaviyo,Squarespace,UpSellit,Judge Me,Shopify,Intercom,Coop Commerce,Recharge Payments,Hotjar",,https://www.linkedin.com/company/livingkoa/,#REF!,"Honolulu, Hawaii",Privately Held,not_avil,1-10 employees,https://www.facebook.com/livingkoa/,356,330,https://www.instagram.com/livingkoa/?hl=en,https://pinterest.com/livingkoa/_created/,https://www.youtube.com/channel/UCYDsG1C0WQvSPsbFESQB4pg,https://www.tiktok.com/@livingkoa?,,0,343,"5,242",5,4,6,"1,353",1533.7,#N/A
1578,,1800,1771,Session Skin,Beauty & Cosmetics,,,609,https://www.sessionskin.com/,Skincare,Prep your skin for workouts and long days with the Performance Primer. Formulated specifically to give your skin everything it needs during your workout session.,"Klaviyo,Omnisend,POWr,Social Shop Wave,Covet Pics,Shopify,CM Commerce",,,#REF!,,,,,https://www.facebook.com/sessionskin,17,16,https://www.instagram.com/session.skin,,https://youtu.be/emoFobg_qOI,https://www.tiktok.com/@sessionskin?,//twitter.com/share?text=Performance%20Primer&url=https://www.sessionskin.com/products/primer,0,17,693,1,,26,"13,400",1522.725,#N/A
1475,,1800,1772,Rally,Food & Beverage,CA,not_avil,604,https://drinkrally.ca/,Beer,"Light on alcohol, big on flavour, high in electrolytes, and low in calories. Rally is the ultimate post-session beer, no matter what adventures you’ve got in store.","Afterpay,Squarespace Commerce,Strava,Squarespace,Squarespace Add to Cart,Shopify",,https://www.linkedin.com/company/rallybeer/?originalSubdomain=ca,#REF!,"Toronto, Ontario",Privately Held,not_avil,1-10 employees,https://www.facebook.com/rallybeer/,678,616,https://www.instagram.com/rallybeerco/,,https://www.youtube.com/watch?v=lCaZkG5qh3g,https://www.tiktok.com/@drinkrally?,https://twitter.com/drinkrally,0,647,"5,333",3,,19,114,1510.65,#N/A
445,,1800,1773,Dalci,Food & Beverage,US,2020,601,https://www.dalci.com/,Sweets,"Dalci is not a bar, not a booster, just a gut healthy brownie that happens to taste amazing and is loved by your gut.","Shopify,Loox,Klaviyo",,https://www.linkedin.com/company/dalci/,#REF!,"Jersey City, NJ",Privately Held,not_avil,1-10 employees,https://www.facebook.com/dalciyourself/,522,478,https://www.instagram.com/dalciyourself/?hl=en,,https://www.youtube.com/channel/UCHICDUrug3EANvSxIXO59bA,https://www.tiktok.com/@dalciyourself?,,0,500,"5,457",1,,71,,1503.6,#N/A
648,,1800,1774,Folio,Toys & Hobby,US,2021,599,https://foliobookshop.com/,Crafts & Games,Folio Books is an an online bookshop that helps Gen Z and millennial readers discover (and then purchase) their next favorite books.,"Dovetale,Stamped,Conjured Referrals,Tidio,Klaviyo,Yotpo,Octane AI,Shopify,Webflow,MailChimp,Postscript,SMSBump",,https://www.linkedin.com/company/foliobookshop/,#REF!,"New York, New York",Privately Held,not_avil,Myself Only,https://www.facebook.com/foliobookshop/,156,157,https://instagram.com/foliobookshop,,https://www.youtube.com/channel/UCx9SVMtuwVgGKT0YLKwjDZg,https://www.tiktok.com/@foliobookshop?,https://mobile.twitter.com/foliobookshop,0,157,"3,789",12,,"1,730","1,640",1498.175,#N/A
491,,1800,1775,Dose,Health & Wellness,US,2020,592,https://dosedaily.co/,Vitamins & Supplements,Organic wellness shots combine potent ingredients in clinically-researched dosages to functionally support a healthier body everyday.,"Bold UpSell,Stamped,Privy,Okendo,Shogun,Klaviyo,Tidio,WisePops,Octane AI,Shopify,Bold Commerce,Tracktor Order Tracking,Recharge Payments,Hotjar,Fomo,Postscript",,https://www.linkedin.com/company/dosedaily/,#REF!,"Los Angeles, California",Privately Held,"Consumer Packaged Goods, Direct-to-Consumer, Retail, and Functional",1-10 employees,https://www.facebook.com/dosedaily.co,982,855,https://www.instagram.com/dosedaily.co/,,https://www.youtube.com/channel/UCg7Ayc3S-ukr-c0_jWkPqIA,,,0,919,"4,639",,,,913,1480.675,#N/A
390,,1800,1776,Complex Coffee,Food & Beverage,,,590,https://complexcoffee.com/,Coffee,"Seasonally chosen single-origin omniroast beans, selected to simply deliver the best tasting coffee.","WordPress,Squarespace,Verbo,Hotjar,MailChimp,WooCommerce",,,#REF!,,,,,https://www.facebook.com/coffeecomplexadl/?__cft__[0]=AZUDhjUCEhmdJLdW59VZjpwEYsNQ7dq6M7nod5nOSg6q3aGNaqlrqA09ggiMOU0glikpovaRpeBMlvTMBRXUPeeicZ0NvpVy8beG31E6d0-4Fbjdi_3gOxPpHiaHTy-x2EA&__tn__=%2Cd-UC%2CP-R,719,689,https://www.instagram.com/complexcoffeeuk,,https://www.youtube.com/channel/UCtackOU_M0Y4vNLycRTalOw,,https://twitter.com/complexcoffee,0,704,192,7,,,"12,500",1475.05,#N/A
433,,master,1777,CuraBox,Health & Wellness,HK,not_avil,590,https://thecurabox.com/,,,,https://media-exp1.licdn.com/dms/image/C510BAQFVgAwjHIA1OA/company-logo_400_400/0/1564384718696?e=1634169600&v=beta&t=ivVgXBv30UJCFBHyOI-UYsMh0o4MvxiX4QB3HDCTwQo,https://hk.linkedin.com/company/curahealth,#REF!,New Territories,Privately Held,not_avil,1-10 employees,https://www.facebook.com/curabox,"5,451","5,320",https://www.instagram.com/curabox/,,https://www.youtube.com/channel/UCzTMCY48epwyi_PjBA8KxtQ,,,0,"5,386",,1,,,"1,280",1474.525,#N/A
306,,1800,1778,Caldo,Home & Kitchen,US,2018,590,https://www.caldohome.com/,Kitchen & Dining,"Caldo has curated a narrow selection of the most important tools and pantry items. You won’t find useless unitaskers, or 26 different spatulas in our store because they want it to be easy to stock your kitchen with the right essentials.","Privy,Bold UpSell,Last Second Coupon by Hextom,Yotpo,Klaviyo,Shopify,Bold Brain,Bold Commerce,MailChimp,Airhouse",,https://www.linkedin.com/company/caldohome/,#REF!,"Seattle, WA",Privately Held,not_avil,1-10 employees,https://www.facebook.com/caldohome/,80,75,https://www.instagram.com/caldo_home/,,,,,0,78,"2,630",,,,"7,975",1474.375,#N/A
2,,master,1779,1 Atelier,Fashion & Apparel,US,not_avil,586,https://1atelier.com/,,,,https://media-exp1.licdn.com/dms/image/C4E0BAQFxu2t7AMA6Ug/company-logo_400_400/0/1570471140023?e=1634169600&v=beta&t=5_KEHkHHavMdAGeoDKjgiSI8vh9lr8bw6VUJlTSzf8Y,https://www.linkedin.com/company/1-atelier/,#REF!,"New York, New York",Privately Held,"Luxury Handbags, Luxury Products, Custom Handbags, Sustainability, On-Demand Manufacturing, Garment District, Made in USA, Custom Production, Customization, and Real-time supply chain",11-50 employees,https://www.facebook.com/1AtelierLuxury,"2,634","2,599",https://www.instagram.com/1atelierluxury/,https://www.pinterest.com/1AtelierLuxury/,,,https://twitter.com/1atelierluxury?lang=en,0,"2,617","3,194",,43,,99,1464.675,#N/A
1597,Y,Country - Japan,1780,SISI,Beauty & Cosmetics,,,576,https://sisi.tokyo/,,,,,,#REF!,,,,,https://www.facebook.com/sisi.tokyo,374,370,https://www.instagram.com/sisi.tokyo/,,,https://www.tiktok.com/@sisi.tokyo?,https://twitter.com/sisi_tokyo2020,0,372,"5,374",,,12,,1438.9,#N/A
1440,,1800,1781,Prismatic Plants,Health & Wellness,US,2019,567,https://www.prismaticplants.com/,CBD & THC,"Prismatic Plants' formulas provide total wellbeing support for the overtaxed modern person who wants to regain balance, reawaken focus, and get the vital rest they need.","Carro,Yotpo,Lucky Orange,WordPress,Klaviyo,Oribi Analytics,Shopify,Segment,Bold Commerce,VYRL,Hotjar,Elfsight,MailChimp,Bold Checkout,Jetpack,Teads",,https://www.linkedin.com/company/prismatic-plants/,#REF!,"San Francisco, CA",Privately Held,not_avil,1-10 employees,https://www.facebook.com/PrismaticPlants/,7,,https://www.instagram.com/prismaticplants/,https://pinterest.com/PrismaticPlants/_created/,,,,0,4,"4,609",,61,,"2,624",1418.575,#N/A
1893,,1800,1782,Vyrao,Beauty & Cosmetics,,,567,https://vyrao.com/,Fragrances,"Vyrao fragrances are amplifiers of energy. They brought together a master perfumer, plant and flower remedies, and a powerful energetic healer to create five scents, each with the intention of evoking positive emotion.","WordPress,MailChimp,Plausible Analytics,Mailchimp for WooCommerce,WooCommerce",,,#REF!,,,,,https://www.facebook.com/vyraoworld/,174,156,https://www.instagram.com/vyraoworld/,,,,,0,165,"5,507",,,,,1418,#N/A
188,,1800,1783,Better & Better,Beauty & Cosmetics,US,2019,567,https://betterandbetter.com/,Oral Care,"Premium and organic toothpaste in an eco-friendly, reusable, and elegant dispenser. Membership from $2.99 per month.","Klaviyo,Lucky Orange,WordPress,Gorgias,Yotpo,Shopify,Recharge Payments,Smooch",,https://www.linkedin.com/company/betterandbetter/,#REF!,"New York, NY",Privately Held,not_avil,1-10 employees,https://www.facebook.com/becomebetterandbetter,429,367,https://www.instagram.com/becomebetterandbetter/,,https://www.youtube.com/channel/UCLKeW3Rn99GZnpg8GfORLkg,,https://twitter.com/betterbecky,0,398,"4,652",,,,"1,541",1416.6,#N/A
1952,,1800,1784,Wunderground,Food & Beverage,not_avil,2021,565,https://wundergroundcoffee.com/,Coffee,Premium coffee with fruiting body chaga and reishi for magical immunity.,"Junip,Klaviyo,Gorgias,Shopify,Smartrr,Nice",,https://www.linkedin.com/company/wunderground-coffee/,#REF!,not_avil,Privately Held,not_avil,1-10 employees,https://www.facebook.com/wundergroundcoffee,737,592,https://www.instagram.com/wundergroundcoffee/,https://pinterest.com/Wundergroundcofffee/,,https://www.tiktok.com/@wundergroundcoffee?,https://twitter.com/wgroundcoffee,0,665,"4,920",,1,82,,1412.575,#N/A
205,,1800,1785,Bird & Be,Health & Wellness,CA,2019,562,https://birdandbe.com/,"Vitamins & Supplements,Feminine Care","Personalized prenatals to optimize your fertility outcomes, delivered right to your door.","Vercel,Klaviyo,Help Scout,Back in Stock,Shopify,Next.js,Segment,BigCommerce,Stamped",,https://www.linkedin.com/company/birdandbe/,#REF!,"Toronto, ON",Privately Held,"fertility, reproductive health, pregnancy, ovulation, infertility, wellness, and women's health",1-10 employees,https://www.facebook.com/BirdandBe,137,121,https://www.instagram.com/birdbeco/,https://pinterest.com/BirdAndBe/_created/,https://www.youtube.com/channel/UClh8L0DL6wT1rcB9O3FiCRg,https://www.tiktok.com/@birdandbe,https://twitter.com/birdandbeco,0,129,"5,029",552,4,157,0,1403.9,#N/A
1258,,master,1786,Noble Brewer,Food & Beverage,US,2014,557,http://www.NobleBrewerBeer.com,,,,https://media-exp1.licdn.com/dms/image/C510BAQGbOX6jdgC1WA/company-logo_400_400/0/1519885780024?e=1634169600&v=beta&t=xBWK15GesvCmvsnbFDM0x_LsXMCo1S9TvIPKAto_xQE,https://www.linkedin.com/company/noble-brewer-beer-company,#REF!,"Oakland, CA",Privately Held,"E-commerce, Subscription Club, Homebrewing, Craft Beer, Marketplaces, and Beer Club",1-10 employees,,,,https://www.instagram.com/NobleBrewer/,https://www.pinterest.com/NobleBrewer/,https://www.youtube.com/watch?v=dgfDDJEBht0,,https://twitter.com/NobleBrewerBeer,0,0,"5,563",,4,,25,1393.45,#N/A
1220,,1800,1787,My Hare,Health & Wellness,,,553,https://myhare.la/,Feminine Care,"My Hare sells body care and waxing products for women. Their Strip Down Wax Strips will have you feelin' smooth in no time, so you can bare it all and love every second.","Aftership,Privy,Yotpo,Klaviyo,Recharge Payments,Shopify,Attentive,Hotjar",,,#REF!,,,,,https://www.facebook.com/MyHareWaxLA,14,14,https://instagram.com/myharela,https://www.pinterest.com/MyHareLA/,,https://www.tiktok.com/@myharela?,//twitter.com/share?text=Lip%20Service%20+%20Strips%20Bundle&url=https://myhare.la/products/lip-service-strips-bundle,0,14,"1,617",,1,2,"9,747",1382.9,#N/A
156,,1800,1788,Bask,Health & Wellness,US,2021,547,https://basksuncare.com/,Skincare,"A clean SPF formula that is a gentle treat for the skin, reef safe and gives back, so more people can indulge in the sun with less worry.","Klaviyo,Yotpo,Gorgias,Covet Pics,Shopify,route",,https://www.linkedin.com/company/bask-suncare/,#REF!,"New York, NY",Privately Held,not_avil,1-10 employees,https://www.facebook.com/basksuncare,276,249,https://www.instagram.com/bask_suncare/?hl=en,https://pinterest.com/basksuncare/_created/,,https://www.tiktok.com/@basksuncare?lang=en,https://twitter.com/basksuncare,0,263,"5,083",,3,123,54,1366.525,#N/A
908,,1800,1789,Ipsa,Food & Beverage,US,2019,544,https://eatipsa.com/,"Frozen,Groceries",Ipsa is a new kind of frozen food company started by two longtime food professionals dedicated to changing how–and what–people eat at home.,"Talkable,Klaviyo,POWr,Zapiet,Shopify Inbox,Shopify,Rise.ai,Drip",,https://www.linkedin.com/company/ipsa-provisions/,#REF!,"Brooklyn, New York",Privately Held,not_avil,1-10 employees,https://www.facebook.com/eatipsa/,149,141,https://www.instagram.com/eatipsa/,,https://www.youtube.com/watch?v=Dw-mmak7bOo,,,0,145,"5,044",5,,,629,1360.9,#N/A
96,N,new,1869,Aspire Food Group,,US,2014,543.21,https://aspirefg.com,,,,,https://www.linkedin.com/company/aspire-food-group/,#REF!,not_avil,Privately Held,"Edible insects, Farming technology, Food manufacturing, Product marketing, Insect farming, Entomophagy, AgTech, Farming Robotics, Automated Systems, alternative protein, and Protein",51-200 employees,https://www.facebook.com/aspirefg/,"2,972","2,786",https://www.instagram.com/aspirefoodgroup/,https://pinterest.com/aspirefg/_created/,https://www.youtube.com/aspirefg,,https://twitter.com/AspireFG,,"2,879",177,930,37,,,905.35,#N/A
1072,,1800,1790,Loah,Food & Beverage,GB,2020,543,https://loah.beer/,"Beer,Alcohol","Low Alcohol beers that deliver maximum refreshment, whilst being kind to the mind.","Privy,Craft Commerce,Unbounce,Shogun,Klaviyo,Snowplow,Shopify,Segment,Hotjar,Bold Checkout",,https://www.linkedin.com/company/loah-beer-co/,#REF!,London,Privately Held,not_avil,1-10 employees,https://www.facebook.com/loah.beer,114,102,https://www.instagram.com/loah.beer/?hl=en,,https://www.youtube.com/channel/UC6lbs2RbXD01CtEuR5LVyzg,,//twitter.com/share?url=https://loah.beer/products/hola-lager-with-lime-12-pack&text=¡Hola! Beer with lime - 12 Pack,0,108,"2,511",4,,,"7,023",1357.65,#N/A
1385,,1800,1791,People's Beauty,Beauty & Cosmetics,US,2020,541,https://peoplesbeauty.com/,Skincare,"Superior skincare made simple. A clean, plant-based, skin-friendly, and user-friendly collection that nourishes all skins.","Afterpay,Okendo,Klaviyo,Gatsby Influencer Marketing,Octane AI,Shopify,Rise.ai,Hotjar,MailChimp,Postscript,Elevar",,https://www.linkedin.com/company/peoplesbeauty/,#REF!,"New York, NY",Privately Held,"Skincare, Vegan, and Cruelty-free",11-50 employees,https://www.facebook.com/peoplesbeautyskin,"1,631","1,237",https://www.instagram.com/peoplesbeauty/,https://pinterest.com/peoplesbeauty/_created/,,https://www.tiktok.com/@peoplesbeautyskin,,0,"1,434","3,586",,"1,219",147,77,1353.05,#N/A
1763,,1800,1792,The Sleep Code,Home & Kitchen,,,541,https://thesleepcode.com/,Bedding & bath,"With a varied product range, focused around sleep - The Sleep Code will inspire you with new ways to wind down, set the mood, and feel your best.","In Cart UpSell,Algolia,Yotpo,Klaviyo,Back in Stock,CrazyEgg,WordPress,Shopify,Hotjar",,,#REF!,,,,,https://www.facebook.com/TheSleepCodeNYC/,525,464,https://www.instagram.com/thesleepcode/,https://www.pinterest.com/TheSleepCode/,,,https://twitter.com/TheSleepCode,0,495,"4,902",,64,,,1352.325,#N/A
604,Y,Country - Japan,1793,Faves Beauty,Beauty & Cosmetics,,,531,https://www.favesbeauty.com/,,,,,,#REF!,,,,,https://www.facebook.com/favesbeauty/,33,31,https://www.instagram.com/faves_beauty/?hl=ja,,https://www.youtube.com/channel/UCdga8BUdepsaneq_9eUfnLA,,https://twitter.com/FAVES_BEAUTY,0,32,"5,170",2,,,257,1326.5,#N/A
1938,,1800,1794,Window Fleur,Home & Kitchen,GB,2020,525,https://windowfleur.com/,Plants & flowers,Window Fleur makes window flower boxes. Stylishly. Mess-free. They fill them with beautiful blooms and deliver them straight to your door.,"Hubspot,Klaviyo,Matomo,Shopify,Trustpilot,Recharge Payments",,https://www.linkedin.com/company/windowfleur/,#REF!,London,Privately Held,not_avil,1-10 employees,https://www.facebook.com/WindowFleur,298,286,https://www.instagram.com/windowfleur/,,,,https://twitter.com/windowfleur,0,292,"4,961",,,,,1313.25,#N/A
690,,1800,1795,Future Noodles,Food & Beverage,GB,2021,521,https://futurenoodles.com/,"Groceries,Plant-Based","Future Noodles are here to make super tasty, plant-based instant noodles that are affordable, convenient and healthy for you and the planet.","Klaviyo,Netlify,Shopify,Recharge Payments,MailChimp",,https://www.linkedin.com/company/future-noodles/,#REF!,"Camden Town, England",Privately Held,not_avil,1-10 employees,https://www.facebook.com/futurenoodles/,268,227,https://instagram.com/thefuturenoodles/,,,,https://twitter.com/thefuturenoodles/,0,248,"4,964",,,,,1302.875,#N/A
946,,1800,1796,July Air Conditioning,Home & Kitchen,US,not_avil,519,https://july.ac/,Home improvement,"July Air Conditioning set out to create a better way to cool. For you, your window, and the environment. So that when summer rolls around, beating the heat has never been easier.","Junip,Hubspot,Talkable,Typeform,Matomo,Shopify,Clyde,Intercom,Affirm,MailChimp,Friendbuy,Postscript",,https://www.linkedin.com/company/feelslikejuly/,#REF!,"New York, NY",Privately Held,not_avil,1-10 employees,https://www.facebook.com/feelslikejuly,331,319,https://www.instagram.com/feelslike.july,https://pinterest.com/july_ac/_saved/,https://www.youtube.com/watch?v=kT7BWJSa5A8,,https://www.twitter.com/feelslike_july,0,325,"3,162",,3,,"4,256",1297.5,#N/A
15,,1800,1797,Abbio,Home & Kitchen,US,2018,517,https://www.abbiokitchen.com/,Kitchen & Dining,"Abbio cookware is durable, beautiful and never harmful to you or the environment. Abbio is streamlined to perfection for everything you need and nothing you don’t.","Dovetale,Privy,Afterpay,Carro,Shogun,Klaviyo,Typeform,Amplitude,Crisp,UserWay,Judge Me,Outbrain,Shopify,ManyChat,Klarna,VYRL,Hotjar,GemPages",,https://www.linkedin.com/company/abbiokitchen/,#REF!,"Seattle, Washington",Privately Held,cookware and kitchenware,1-10 employees,https://www.facebook.com/abbiokitchen/,932,830,https://instagram.com/abbiokitchen,https://pinterest.com/abbiokitchen/_created/,https://www.youtube.com/channel/UCkM6EaP58zRoyenY5865woQ,,//twitter.com/share?text=Gift%20Card&url=https://www.abbiokitchen.com/products/gift-card,0,881,"4,289",7,0,,,1293.55,#N/A
